Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
INV-24394800062,01/07/2020,2544,HY-VEE FOOD STORE / MARSHALLTOWN,802 SOUTH CENTER,MARSHALLTOWN,50158,POINT (-92.912817 42.039205),64,MARSHALL,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10790,CROWN ROYAL VANILLA,24,375,$8.00,$12.00,6,$72.00,2.25,0.59
INV-24394000018,01/07/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1081300,AMERICAN CORDIALS & LIQUEURS,269,VBJ BEVERAGES LLC,72482,BLEU PEL,6,750,$13.00,$19.50,3,$58.50,2.25,0.59
INV-24395000019,01/07/2020,5530,YESWAY #1148 / MARSHALLTOWN,1701 IOWA AVE E,MARSHALLTOWN,50158,POINT (-92.88592 42.006852),64,MARSHALL,1011100,BLENDED WHISKIES,65,JIM BEAM BRANDS,27782,JIM BEAM APPLE,24,375,$5.50,$8.25,10,$82.50,3.75,0.99
INV-24394100079,01/07/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1081600,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64858,FIREBALL CINNAMON WHISKEY MINI DISPENSER,1,50,$30.00,$45.00,2,$90.00,0.1,0.02
INV-24394600043,01/07/2020,5524,EAST SIDE LIQUOR & GROCERY,1116 E NEVADA ST,MARSHALLTOWN,50158,POINT (-92.893113 42.044345),64,MARSHALL,1022200,100% AGAVE TEQUILA,410,PATRON SPIRITS COMPANY,88291,PATRON SILVER MINI,10,50,$20.30,$30.45,2,$60.90,0.1,0.02
INV-24394800068,01/07/2020,2544,HY-VEE FOOD STORE / MARSHALLTOWN,802 SOUTH CENTER,MARSHALLTOWN,50158,POINT (-92.912817 42.039205),64,MARSHALL,1071100,COCKTAILS/RTD,260,DIAGEO AMERICAS,58801,CAPTAIN MORGAN LONG ISLAND ICED TEA,6,"1,750",$11.00,$16.50,6,$99.00,10.5,2.77
INV-24394100064,01/07/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1082200,IMPORTED SCHNAPPS,421,SAZERAC COMPANY  INC,69609,DR MCGILLICUDDYS APPLE PIE MINI,12,50,$5.00,$7.50,1,$7.50,0.05,0.01
INV-24394600032,01/07/2020,5524,EAST SIDE LIQUOR & GROCERY,1116 E NEVADA ST,MARSHALLTOWN,50158,POINT (-92.893113 42.044345),64,MARSHALL,1081400,AMERICAN SCHNAPPS,434,LUXCO INC,80576,ARROW PEPPERMINT SCHNAPPS,12,750,$3.50,$5.25,12,$63.00,9,2.37
INV-24394400009,01/07/2020,4828,CASEY'S GENERAL STORE #3228 / MARSHALLTOWN,916 E MAIN ST,MARSHALLTOWN,50158,POINT (-92.89647300000001 42.049238),64,MARSHALL,1062400,SPICED RUM,260,DIAGEO AMERICAS,43285,CAPTAIN MORGAN ORIGINAL SPICED PET,12,750,$9.06,$13.59,12,$163.08,9,2.37
INV-24393500021,01/07/2020,3881,7 RAYOS LIQUOR STORE,120 E MAIN ST,MARSHALLTOWN,50158,POINT (-92.9104 42.049166),64,MARSHALL,1081400,AMERICAN SCHNAPPS,65,JIM BEAM BRANDS,82637,DEKUYPER GRAPE PUCKER,12,"1,000",$7.87,$11.81,12,$141.72,12,3.17
INV-24393800008,01/07/2020,5117,FOOD & GAS MART  /  MARSHALLTOWN,"613, N 3RD AVE",MARSHALLTOWN,50158,POINT (-92.9081 42.057471),64,MARSHALL,1081600,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64858,FIREBALL CINNAMON WHISKEY MINI DISPENSER,1,50,$30.00,$45.00,4,$180.00,0.2,0.05
INV-24395100027,01/07/2020,3719,WAL-MART 0581 / MARSHALLTOWN,2802 S CENTER ST,MARSHALLTOWN,50158,POINT (-92.91231 42.012918),64,MARSHALL,1032100,IMPORTED VODKAS,370,PERNOD RICARD USA,34004,ABSOLUT SWEDISH VODKA 80PRF,24,375,$4.99,$7.49,24,$179.76,9,2.37
INV-24394800031,01/07/2020,2544,HY-VEE FOOD STORE / MARSHALLTOWN,802 SOUTH CENTER,MARSHALLTOWN,50158,POINT (-92.912817 42.039205),64,MARSHALL,1081400,AMERICAN SCHNAPPS,55,SAZERAC NORTH AMERICA,84211,99 ROOT BEER,12,750,$7.50,$11.25,12,$135.00,9,2.37
INV-24394600021,01/07/2020,5524,EAST SIDE LIQUOR & GROCERY,1116 E NEVADA ST,MARSHALLTOWN,50158,POINT (-92.893113 42.044345),64,MARSHALL,1031100,AMERICAN VODKAS,434,LUXCO INC,36308,HAWKEYE VODKA,6,"1,750",$7.17,$10.76,6,$64.56,10.5,2.77
INV-24394900001,01/07/2020,4205,FAREWAY STORES #467 / MARSHALLTOWN,102 WEST ANSON ST,MARSHALLTOWN,50158,POINT (-92.914409 42.038157000000005),64,MARSHALL,1071100,COCKTAILS/RTD,395,PROXIMO,58838,JOSE CUERVO AUTHENTIC LIME MARGARITA,6,"1,750",$8.74,$13.11,6,$78.66,10.5,2.77
INV-24393700008,01/07/2020,5416,DEPOT LIQUOR & GROCERY,114 N CENTER ST.,MARSHALLTOWN,50158,POINT (-92.912975 42.051619),64,MARSHALL,1041100,AMERICAN DRY GINS,370,PERNOD RICARD USA,32234,SEAGRAMS EXTRA DRY GIN,24,375,$3.39,$5.09,24,$122.16,9,2.37
INV-24394400004,01/07/2020,4828,CASEY'S GENERAL STORE #3228 / MARSHALLTOWN,916 E MAIN ST,MARSHALLTOWN,50158,POINT (-92.89647300000001 42.049238),64,MARSHALL,1011200,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19064,JIM BEAM,24,375,$5.50,$8.25,24,$198.00,9,2.37
INV-24394800015,01/07/2020,2544,HY-VEE FOOD STORE / MARSHALLTOWN,802 SOUTH CENTER,MARSHALLTOWN,50158,POINT (-92.912817 42.039205),64,MARSHALL,1031100,AMERICAN VODKAS,434,LUXCO INC,36308,HAWKEYE VODKA,6,"1,750",$7.17,$10.76,30,$322.80,52.5,13.86
INV-24394100011,01/07/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1031100,AMERICAN VODKAS,380,PHILLIPS BEVERAGE,37336,UV VODKA,12,750,$6.50,$9.75,12,$117.00,9,2.37
INV-24394100056,01/07/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1011300,SINGLE BARREL BOURBON WHISKIES,85,BROWN FORMAN CORP.,22241,WOODFORD RESERVE STRAIGHT MALT,6,750,$22.49,$33.74,1,$33.74,0.75,0.19
INV-24394000015,01/07/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1011200,STRAIGHT BOURBON WHISKIES,85,BROWN FORMAN CORP.,20366,OLD FORESTER BOURBON 86PRF,12,750,$10.92,$16.38,4,$65.52,3,0.79
INV-24395200018,01/07/2020,5643,CONOCO / LE GRAND,806 W MAIN ST,LE GRAND,50142,POINT (-92.78465400000002 42.006665),64,MARSHALL,1062400,SPICED RUM,259,HEAVEN HILL BRANDS,43026,ADMIRAL NELSON SPICED RUM,12,750,$6.00,$9.00,3,$27.00,2.25,0.59
INV-24394900016,01/07/2020,4205,FAREWAY STORES #467 / MARSHALLTOWN,102 WEST ANSON ST,MARSHALLTOWN,50158,POINT (-92.914409 42.038157000000005),64,MARSHALL,1031200,AMERICAN FLAVORED VODKA,380,PHILLIPS BEVERAGE,41989,UV CAKE,12,750,$6.50,$9.75,3,$29.25,2.25,0.59
INV-24394900002,01/07/2020,4205,FAREWAY STORES #467 / MARSHALLTOWN,102 WEST ANSON ST,MARSHALLTOWN,50158,POINT (-92.914409 42.038157000000005),64,MARSHALL,1071100,COCKTAILS/RTD,55,SAZERAC NORTH AMERICA,57148,CHI-CHI'S MARGARITA,6,"1,750",$6.50,$9.75,6,$55.56,10.5,2.77
INV-24394600011,01/07/2020,5524,EAST SIDE LIQUOR & GROCERY,1116 E NEVADA ST,MARSHALLTOWN,50158,POINT (-92.893113 42.044345),64,MARSHALL,1081400,AMERICAN SCHNAPPS,55,SAZERAC NORTH AMERICA,84171,99 BANANAS,48,100,$0.89,$1.34,48,$64.32,4.8,1.26
INV-24395100017,01/07/2020,3719,WAL-MART 0581 / MARSHALLTOWN,2802 S CENTER ST,MARSHALLTOWN,50158,POINT (-92.91231 42.012918),64,MARSHALL,1012100,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11788,BLACK VELVET,6,"1,750",$10.45,$15.68,12,$188.16,21,5.54
INV-24393500008,01/07/2020,3881,7 RAYOS LIQUOR STORE,120 E MAIN ST,MARSHALLTOWN,50158,POINT (-92.9104 42.049166),64,MARSHALL,1012200,SCOTCH WHISKIES,260,DIAGEO AMERICAS,5327,JOHNNIE WALKER BLACK,12,"1,000",$27.74,$41.61,6,$249.66,6,1.58
INV-24394100032,01/07/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1081600,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,86888,SOUTHERN COMFORT PET,6,"1,750",$20.26,$30.39,1,$30.39,1.75,0.46
INV-24395100018,01/07/2020,3719,WAL-MART 0581 / MARSHALLTOWN,2802 S CENTER ST,MARSHALLTOWN,50158,POINT (-92.91231 42.012918),64,MARSHALL,1031100,AMERICAN VODKAS,301,FIFTH GENERATION INC,38176,TITOS HANDMADE VODKA,12,750,$10.00,$15.00,12,$173.52,9,2.37
INV-24393800009,01/07/2020,5117,FOOD & GAS MART  /  MARSHALLTOWN,"613, N 3RD AVE",MARSHALLTOWN,50158,POINT (-92.9081 42.057471),64,MARSHALL,1011200,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,50,$5.40,$8.10,12,$97.20,0.6,0.15
INV-24393500023,01/07/2020,3881,7 RAYOS LIQUOR STORE,120 E MAIN ST,MARSHALLTOWN,50158,POINT (-92.9104 42.049166),64,MARSHALL,1031100,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36903,MCCORMICK 80PRF VODKA,48,200,$1.13,$1.70,48,$81.60,9.6,2.53
INV-24394100015,01/07/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1062400,SPICED RUM,260,DIAGEO AMERICAS,43318,CAPTAIN MORGAN PRIVATE STOCK,6,"1,750",$19.50,$29.25,2,$58.50,3.5,0.92
INV-24395100013,01/07/2020,3719,WAL-MART 0581 / MARSHALLTOWN,2802 S CENTER ST,MARSHALLTOWN,50158,POINT (-92.91231 42.012918),64,MARSHALL,1052100,IMPORTED BRANDIES,420,MOET HENNESSY USA,48106,HENNESSY VS,12,750,$19.99,$29.99,12,$359.88,9,2.37
INV-24394600019,01/07/2020,5524,EAST SIDE LIQUOR & GROCERY,1116 E NEVADA ST,MARSHALLTOWN,50158,POINT (-92.893113 42.044345),64,MARSHALL,1031100,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,$1.86,$2.79,24,$66.96,9,2.37
INV-24394100042,01/07/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1081200,CREAM LIQUEURS,260,DIAGEO AMERICAS,68031,BAILEYS ORIGINAL IRISH CREAM MINI,4,"1,000",$44.70,$67.05,1,$37.88,1,0.26
INV-24393800006,01/07/2020,5117,FOOD & GAS MART  /  MARSHALLTOWN,"613, N 3RD AVE",MARSHALLTOWN,50158,POINT (-92.9081 42.057471),64,MARSHALL,1012100,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11774,BLACK VELVET,24,375,$3.07,$4.61,24,$110.64,9,2.37
INV-24393300003,01/07/2020,3881,7 RAYOS LIQUOR STORE,120 E MAIN ST,MARSHALLTOWN,50158,POINT (-92.9104 42.049166),64,MARSHALL,1062400,SPICED RUM,260,DIAGEO AMERICAS,43337,CAPTAIN MORGAN ORIGINAL SPICED,12,"1,000",$11.75,$17.63,24,$423.12,24,6.34
INV-24395100034,01/07/2020,3719,WAL-MART 0581 / MARSHALLTOWN,2802 S CENTER ST,MARSHALLTOWN,50158,POINT (-92.91231 42.012918),64,MARSHALL,1062200,WHITE RUM,55,SAZERAC NORTH AMERICA,46142,CALIBER SILVER RUM,6,"1,750",$7.35,$11.03,6,$66.18,10.5,2.77
INV-24394100065,01/07/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1082200,IMPORTED SCHNAPPS,421,SAZERAC COMPANY  INC,69631,DR MCGILLICUDDYS CHERRY MINI,12,50,$5.00,$7.50,3,$22.50,0.15,0.03
INV-24394100008,01/07/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1032100,IMPORTED VODKAS,260,DIAGEO AMERICAS,34456,KETEL ONE,12,750,$12.50,$18.75,1,$18.75,0.75,0.19
INV-24393700021,01/07/2020,5416,DEPOT LIQUOR & GROCERY,114 N CENTER ST.,MARSHALLTOWN,50158,POINT (-92.912975 42.051619),64,MARSHALL,1031100,AMERICAN VODKAS,434,LUXCO INC,36308,HAWKEYE VODKA,6,"1,750",$7.17,$10.76,6,$64.56,10.5,2.77
INV-24395000009,01/07/2020,5530,YESWAY #1148 / MARSHALLTOWN,1701 IOWA AVE E,MARSHALLTOWN,50158,POINT (-92.88592 42.006852),64,MARSHALL,1081600,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64865,FIREBALL CINNAMON WHISKEY PET,12,750,$8.98,$13.47,24,$323.28,18,4.75
INV-24394800056,01/07/2020,2544,HY-VEE FOOD STORE / MARSHALLTOWN,802 SOUTH CENTER,MARSHALLTOWN,50158,POINT (-92.912817 42.039205),64,MARSHALL,1062500,FLAVORED RUM,370,PERNOD RICARD USA,42712,MALIBU COCONUT RUM MINI,12,50,$4.95,$7.43,4,$29.72,0.2,0.05
INV-24393700015,01/07/2020,5416,DEPOT LIQUOR & GROCERY,114 N CENTER ST.,MARSHALLTOWN,50158,POINT (-92.912975 42.051619),64,MARSHALL,1052100,IMPORTED BRANDIES,420,MOET HENNESSY USA,48105,HENNESSY VS,12,375,$10.99,$16.49,24,$386.64,9,2.37
INV-24393500005,01/07/2020,3881,7 RAYOS LIQUOR STORE,120 E MAIN ST,MARSHALLTOWN,50158,POINT (-92.9104 42.049166),64,MARSHALL,1012400,IRISH WHISKIES,370,PERNOD RICARD USA,15627,JAMESON,12,"1,000",$19.48,$29.22,12,$350.64,12,3.17
INV-24394100062,01/07/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1022200,100% AGAVE TEQUILA,35,BACARDI USA INC,87306,CAZADORES BLANCO,12,750,$14.00,$21.00,2,$42.00,1.5,0.39
INV-24394400002,01/07/2020,4828,CASEY'S GENERAL STORE #3228 / MARSHALLTOWN,916 E MAIN ST,MARSHALLTOWN,50158,POINT (-92.89647300000001 42.049238),64,MARSHALL,1062400,SPICED RUM,260,DIAGEO AMERICAS,43331,CAPTAIN MORGAN ORIGINAL SPICED MINI,12,50,$4.80,$7.20,12,$86.40,0.6,0.15
INV-24394100035,01/07/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1081300,AMERICAN CORDIALS & LIQUEURS,65,JIM BEAM BRANDS,73526,DEKUYPER MELON LIQUEUR,12,750,$6.50,$9.75,2,$19.50,1.5,0.39
INV-24394600042,01/07/2020,5524,EAST SIDE LIQUOR & GROCERY,1116 E NEVADA ST,MARSHALLTOWN,50158,POINT (-92.893113 42.044345),64,MARSHALL,1031100,AMERICAN VODKAS,260,DIAGEO AMERICAS,37991,SMIRNOFF 80PRF MINI,12,50,$7.47,$11.21,3,$33.63,0.15,0.03
INV-24395200012,01/07/2020,5643,CONOCO / LE GRAND,806 W MAIN ST,LE GRAND,50142,POINT (-92.78465400000002 42.006665),64,MARSHALL,1031100,AMERICAN VODKAS,55,SAZERAC NORTH AMERICA,35946,FLEISCHMANNS 80PRF VODKA,12,750,$3.00,$4.50,2,$9.00,1.5,0.39
INV-24394100047,01/07/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1071100,COCKTAILS/RTD,395,PROXIMO,59161,1800 ULTIMATE PEACH MARGARITA,6,"1,750",$10.04,$15.06,6,$90.36,10.5,2.77
INV-24395100006,01/07/2020,3719,WAL-MART 0581 / MARSHALLTOWN,2802 S CENTER ST,MARSHALLTOWN,50158,POINT (-92.91231 42.012918),64,MARSHALL,1011100,BLENDED WHISKIES,65,JIM BEAM BRANDS,24458,KESSLER BLEND WHISKEY,6,"1,750",$11.00,$16.50,6,$99.00,10.5,2.77
INV-24393700004,01/07/2020,5416,DEPOT LIQUOR & GROCERY,114 N CENTER ST.,MARSHALLTOWN,50158,POINT (-92.912975 42.051619),64,MARSHALL,1011400,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26820,JACK DANIELS OLD #7 BLACK LABEL FLAT,24,375,$7.50,$11.25,24,$270.00,9,2.37
INV-24394800037,01/07/2020,2544,HY-VEE FOOD STORE / MARSHALLTOWN,802 SOUTH CENTER,MARSHALLTOWN,50158,POINT (-92.912817 42.039205),64,MARSHALL,1031100,AMERICAN VODKAS,301,FIFTH GENERATION INC,38177,TITOS HANDMADE VODKA,12,"1,000",$12.67,$19.01,24,$456.24,24,6.34
INV-24395100033,01/07/2020,3719,WAL-MART 0581 / MARSHALLTOWN,2802 S CENTER ST,MARSHALLTOWN,50158,POINT (-92.91231 42.012918),64,MARSHALL,1031100,AMERICAN VODKAS,55,SAZERAC NORTH AMERICA,36648,CALIBER VODKA,12,750,$3.31,$4.97,12,$59.64,9,2.37
INV-24394100038,01/07/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1081400,AMERICAN SCHNAPPS,55,SAZERAC NORTH AMERICA,84141,99 PEACHES,12,750,$7.50,$11.25,1,$11.25,0.75,0.19
INV-24395000003,01/07/2020,5530,YESWAY #1148 / MARSHALLTOWN,1701 IOWA AVE E,MARSHALLTOWN,50158,POINT (-92.88592 42.006852),64,MARSHALL,1032100,IMPORTED VODKAS,115,CONSTELLATION BRANDS INC,35435,SVEDKA 80PRF PET,12,750,$8.25,$12.38,12,$148.56,9,2.37
INV-24394100078,01/07/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1081600,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64870,FIREBALL CINNAMON WHISKEY,48,100,$0.90,$1.35,144,$194.40,14.4,3.8
INV-24394000010,01/07/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1011200,STRAIGHT BOURBON WHISKIES,85,BROWN FORMAN CORP.,20375,OLD FORESTER STATESMAN,6,750,$27.48,$41.22,2,$82.44,1.5,0.39
INV-24393500004,01/07/2020,3881,7 RAYOS LIQUOR STORE,120 E MAIN ST,MARSHALLTOWN,50158,POINT (-92.9104 42.049166),64,MARSHALL,1011400,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,$9.06,$13.59,12,$163.08,0.6,0.15
INV-24394000029,01/07/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1081300,AMERICAN CORDIALS & LIQUEURS,55,SAZERAC NORTH AMERICA,84404,99 MANGOES,48,100,$0.95,$1.43,48,$68.64,4.8,1.26
INV-24394900017,01/07/2020,4205,FAREWAY STORES #467 / MARSHALLTOWN,102 WEST ANSON ST,MARSHALLTOWN,50158,POINT (-92.914409 42.038157000000005),64,MARSHALL,1031200,AMERICAN FLAVORED VODKA,205,E & J GALLO WINERY,40594,NEW AMSTERDAM PEACH,12,750,$7.50,$11.25,3,$33.75,2.25,0.59
INV-24394100048,01/07/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1071100,COCKTAILS/RTD,395,PROXIMO,58874,JOSE CUERVO AUTHENTIC PINK LEMONADE MARGARITA,6,"1,750",$8.74,$13.11,1,$13.11,1.75,0.46
INV-24394800028,01/07/2020,2544,HY-VEE FOOD STORE / MARSHALLTOWN,802 SOUTH CENTER,MARSHALLTOWN,50158,POINT (-92.912817 42.039205),64,MARSHALL,1081600,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,86888,SOUTHERN COMFORT PET,6,"1,750",$20.26,$30.39,6,$182.34,10.5,2.77
INV-24394100070,01/07/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1012100,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11788,BLACK VELVET,6,"1,750",$10.45,$15.68,6,$94.08,10.5,2.77
INV-24394900015,01/07/2020,4205,FAREWAY STORES #467 / MARSHALLTOWN,102 WEST ANSON ST,MARSHALLTOWN,50158,POINT (-92.914409 42.038157000000005),64,MARSHALL,1011200,STRAIGHT BOURBON WHISKIES,259,HEAVEN HILL BRANDS,17916,ELIJAH CRAIG,12,750,$15.00,$22.50,3,$67.50,2.25,0.59
INV-24409800019,01/07/2020,5882,HOMETOWN FOODS / STATE CENTER,120 E MAIN ST,STATE CENTER,50247,POINT (-93.162349 42.016845),64,MARSHALL,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10808,CROWN ROYAL REGAL APPLE,12,"1,000",$18.89,$28.34,1,$28.34,1,0.26
INV-24394800026,01/07/2020,2544,HY-VEE FOOD STORE / MARSHALLTOWN,802 SOUTH CENTER,MARSHALLTOWN,50158,POINT (-92.912817 42.039205),64,MARSHALL,1032100,IMPORTED VODKAS,35,BACARDI USA INC,34425,GREY GOOSE,6,"1,750",$35.42,$53.13,6,$318.78,10.5,2.77
INV-24394900014,01/07/2020,4205,FAREWAY STORES #467 / MARSHALLTOWN,102 WEST ANSON ST,MARSHALLTOWN,50158,POINT (-92.914409 42.038157000000005),64,MARSHALL,1012200,SCOTCH WHISKIES,260,DIAGEO AMERICAS,4626,BUCHANAN DELUXE 12YR,12,750,$20.99,$31.49,3,$94.47,2.25,0.59
INV-24409800036,01/07/2020,5882,HOMETOWN FOODS / STATE CENTER,120 E MAIN ST,STATE CENTER,50247,POINT (-93.162349 42.016845),64,MARSHALL,1051100,AMERICAN BRANDIES,205,E & J GALLO WINERY,52594,E & J VS,24,375,$3.50,$5.25,1,$5.25,0.37,0.09
INV-24393700013,01/07/2020,5416,DEPOT LIQUOR & GROCERY,114 N CENTER ST.,MARSHALLTOWN,50158,POINT (-92.912975 42.051619),64,MARSHALL,1011200,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27410,JIM BEAM HONEY,12,750,$10.50,$15.75,3,$47.25,2.25,0.59
INV-24394600022,01/07/2020,5524,EAST SIDE LIQUOR & GROCERY,1116 E NEVADA ST,MARSHALLTOWN,50158,POINT (-92.893113 42.044345),64,MARSHALL,1031100,AMERICAN VODKAS,297,LAIRD & COMPANY,35914,FIVE O'CLOCK VODKA,24,375,$1.93,$2.90,24,$69.60,9,2.37
INV-24394100054,01/07/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1081400,AMERICAN SCHNAPPS,380,PHILLIPS BEVERAGE,83363,ICE HOLE BUTTERSCOTCH SCHNAPPS,12,750,$5.15,$7.73,3,$23.19,2.25,0.59
INV-24394600003,01/07/2020,5524,EAST SIDE LIQUOR & GROCERY,1116 E NEVADA ST,MARSHALLTOWN,50158,POINT (-92.893113 42.044345),64,MARSHALL,1052100,IMPORTED BRANDIES,389,REMY COINTREAU USA INC,49189,REMY MARTIN VSOP,24,200,$6.72,$10.08,6,$58.32,1.2,0.31
INV-24394600036,01/07/2020,5524,EAST SIDE LIQUOR & GROCERY,1116 E NEVADA ST,MARSHALLTOWN,50158,POINT (-92.893113 42.044345),64,MARSHALL,1081600,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,86884,SOUTHERN COMFORT,24,375,$4.78,$7.17,24,$172.08,9,2.37
INV-24394800016,01/07/2020,2544,HY-VEE FOOD STORE / MARSHALLTOWN,802 SOUTH CENTER,MARSHALLTOWN,50158,POINT (-92.912817 42.039205),64,MARSHALL,1032100,IMPORTED VODKAS,115,CONSTELLATION BRANDS INC,34821,SVEDKA 80PRF,6,"1,750",$13.50,$20.25,12,$234.00,21,5.54
INV-24395200006,01/07/2020,5643,CONOCO / LE GRAND,806 W MAIN ST,LE GRAND,50142,POINT (-92.78465400000002 42.006665),64,MARSHALL,1031100,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36886,MCCORMICK 80PRF VODKA,12,750,$3.31,$4.97,12,$59.64,9,2.37
INV-24395000021,01/07/2020,5530,YESWAY #1148 / MARSHALLTOWN,1701 IOWA AVE E,MARSHALLTOWN,50158,POINT (-92.88592 42.006852),64,MARSHALL,1062400,SPICED RUM,260,DIAGEO AMERICAS,43338,CAPTAIN MORGAN ORIGINAL SPICED,6,"1,750",$18.00,$27.00,6,$162.00,10.5,2.77
INV-24394600024,01/07/2020,5524,EAST SIDE LIQUOR & GROCERY,1116 E NEVADA ST,MARSHALLTOWN,50158,POINT (-92.893113 42.044345),64,MARSHALL,1031100,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36903,MCCORMICK 80PRF VODKA,48,200,$1.13,$1.70,48,$81.60,9.6,2.53
INV-24395100030,01/07/2020,3719,WAL-MART 0581 / MARSHALLTOWN,2802 S CENTER ST,MARSHALLTOWN,50158,POINT (-92.91231 42.012918),64,MARSHALL,1062500,FLAVORED RUM,370,PERNOD RICARD USA,42717,MALIBU COCONUT RUM,12,"1,000",$10.99,$16.49,12,$197.88,12,3.17
INV-24395100012,01/07/2020,3719,WAL-MART 0581 / MARSHALLTOWN,2802 S CENTER ST,MARSHALLTOWN,50158,POINT (-92.91231 42.012918),64,MARSHALL,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,11298,CROWN ROYAL,6,"1,750",$31.99,$47.99,6,$287.94,10.5,2.77
